,Title,Description,Date Created,Origin,Author,Recipient,Start,start_lat,start_long,Year,Month,Day,Month Name,Season,Color
776,"1863 September 3, Caldwell Lake George, to Anna",,1863-09-03,Lake George (N.Y.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 43.60166667, 'long': -73.5794444444444}",43.60166667,-73.5794444444444,1863,9,3,September,Fall,orange
777,"1863 September 4, Lake George, to Mother","Includes note from Elizabeth (""Lilly"") Stewardson Cope.",1863-09-04,Lake George (N.Y.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939|Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 43.60166667, 'long': -73.5794444444444}",43.60166667,-73.5794444444444,1863,9,4,September,Fall,orange
778,"1863 September 5, Rutland, to Mary",,1863-09-05,Rutland (Vt.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Mary Stokes, 1853-1888","{'lat': 43.61055556, 'long': -72.9725}",43.61055556,-72.9725,1863,9,5,September,Fall,orange
779,"1863 September 5, to Anna, Newport",,1863-09-05,Philadelphia (Pa.),"Author (aut): Haines, Mary Rhoads, 1819-1905","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1863,9,5,September,Fall,orange
780,"Letter from Thomas Evans to Isaac Newton, 1863 September 16",,1863-09-16,Philadelphia (Pa.),"Author (aut): Evans, Thomas, 1798-1868","Addressee (rcp): Newton, Isaac, 1800-1867","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1863,9,16,September,Fall,orange
781,"Letter from Thomas Evans to Edwin Stanton, 1863 September 20",,1863-09-20,Philadelphia (Pa.),"Author (aut): Evans, Thomas, 1798-1868","Addressee (rcp): Stanton, Edwin M. (Edwin McMasters), 1814-1869","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1863,9,20,September,Fall,orange
782,"Letter from Edwin Stanton to Thomas Evans, 1863 October 13",,1863-10-13,Washington (D.C.),"Author (aut): Stanton, Edwin M. (Edwin McMasters), 1814-1869","Addressee (rcp): Evans, Thomas, 1798-1868","{'lat': 38.895, 'long': -77.0361111111111}",38.895,-77.0361111111111,1863,10,13,October,Fall,orange
783,"1863 December 11, Awbury, to Cousin Clementine",,1863-12-11,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Clementine, 1835-1903","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1863,12,11,December,Winter,darkred
785,"Letter from Thomas Evans to Edwin Stanton, 1864 January 23",,1864-01-23,Philadelphia (Pa.),"Author (aut): Evans, Thomas, 1798-1868","Addressee (rcp): Stanton, Edwin M. (Edwin McMasters), 1814-1869","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1864,1,23,January,Winter,darkred
786,"Letter from Francis Stokes to Thomas Evans, 1864 February 18",,1864-02-18,Mannington (N.J. : Township),"Author (aut): Stokes, Francis, 1833-1917","Addressee (rcp): Evans, Thomas, 1798-1868","{'lat': 39.61888889, 'long': -75.4202777777778}",39.61888889,-75.4202777777778,1864,2,18,February,Winter,darkred
787,"1864 April 25, Baltimore, to Net",,1864-04-25,Baltimore (Md.),"Author (aut): Cope, Clementine, 1835-1903","Addressee (rcp): Cope, Annette, 1843-1916","{'lat': 39.29027778, 'long': -76.6119444444444}",39.29027778,-76.6119444444444,1864,4,25,April,Spring,green
788,"1864 May 26, Philadelphia, to Anna",,1864-05-26,Philadelphia (Pa.),"Author (aut): Allen, Elizabeth","Addressee (rcp): Cope, Ruthanna, 1834-1879","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1864,5,26,May,Spring,green
789,"1864 June 4, Rockview Cottage, to Anne",,1864-06-04,Lookout Mountain (Appalachian Mountains),"Author (aut): Leeds, Martha, 1810?-1888","Addressee (rcp): Cope, Ruthanna, 1834-1879","{'lat': 34.99416667, 'long': -85.3491666666667}",34.99416667,-85.3491666666667,1864,6,4,June,Summer,yellow
790,"1864 June 30, Germantown, to my dear Girls",,1864-06-30,"Germantown (Philadelphia, Pa.)","Author (aut): Haines, Mary Rhoads, 1819-1905","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 40.04333333, 'long': -75.18}",40.04333333,-75.18,1864,6,30,June,Summer,yellow
791,"1864 July 24, Awbury, to Dear Lillie & Chellie",,1864-07-24,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939|Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1864,7,24,July,Summer,yellow
792,"1864 July 27, to Daughters",,1864-07-27,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939|Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1864,7,27,July,Summer,yellow
794,"1864 August 13, Newport, to Mother","Includes postscript by Elizabeth (""Lilly"") Stewardson Cope.",1864-08-13,Newport (R.I.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939|Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,8,13,August,Summer,yellow
795,"1864 August 14, Awbury, to My dear Lilie",,1864-08-14,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1864,8,14,August,Summer,yellow
796,"1864 August 17, Newport, to Mother",,1864-08-17,Newport (R.I.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,8,17,August,Summer,yellow
797,"1864 August 21, Newport, to Mother",,1864-08-21,Newport (R.I.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939|Author (aut): Brown, Mary","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916|Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,8,21,August,Summer,yellow
798,"1864 August 22, Awbury, to My dear Lillie",,1864-08-22,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1864,8,22,August,Summer,yellow
799,"Letter from A. S. Cope to Lillie, 1884 August 25",,1864-08-25,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1864,8,25,August,Summer,yellow
800,"1864 August 28, Philadelphia, to Lilly",,1864-08-28,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1864,8,28,August,Summer,yellow
801,"1864 August 28, Newport, to Mother",Letter contains postscript by Henry Hartshorne written on August 29.,1864-08-28,Newport (R.I.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939|Author (aut): Hartshorne, Henry, 1823-1897","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,8,28,August,Summer,yellow
802,"1864 August 31, Springfield, Mass, to Papa and Mama","This letter is edited in ink, probably in E.S.C.'s own hand at a later date.",1864-08-31,Springfield (Mass.),"Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 42.10138889, 'long': -72.5897222222222}",42.10138889,-72.5897222222222,1864,8,31,August,Summer,yellow
803,"1864 September 25, Awbury, to Father",,1864-09-25,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1864,9,25,September,Fall,orange
804,"1864 September 29, Newport, to My dear Lillie",,1864-09-29,Newport (R.I.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,9,29,September,Fall,orange
805,"1864 September 29, Philadelphia, to Dear Brother",,1864-09-29,Philadelphia (Pa.),"Author (aut): Cope, Thomas Pim, 1823-1900","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1864,9,29,September,Fall,orange
806,"1864 September 30, Newport, to My dear sister",,1864-09-30,Newport (R.I.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Hartshorne, Mary Elizabeth Brown, b. 1823","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,9,30,September,Fall,orange
807,"1864 September 30, Newport, to My dear Lillie",,1864-09-30,Newport (R.I.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,9,30,September,Fall,orange
808,"1864 October, Awbury, to Mother",,1864-10-01,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1864,10,1,October,Fall,orange
809,"1864 October 2, Newport, to Lillie",The last 3 pages of the letter were written on 10/03/1864.,1864-10-02,Newport (R.I.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,10,2,October,Fall,orange
810,"1864 October 4, Newport, My dear Chellie",,1864-10-04,Newport (R.I.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916|Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,10,4,October,Fall,orange
811,"1864 October 9, Awbury, to Father and Mother",,1864-10-09,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916|Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1864,10,9,October,Fall,orange
812,"1864 October 9, Newport, to Elizabeth S. Cope, Awbury",The second half of the letter is a long postscript written by Anna Stewardson Cope.,1864-10-09,Newport (R.I.),"Author (aut): Cope, Thomas P. (Thomas Pim), 1852-1944|Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,10,9,October,Fall,orange
813,"1864 October 13, Philadelphia, to Dear Brother",,1864-10-13,Philadelphia (Pa.),"Author (aut): Cope, Thomas Pim, 1823-1900","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1864,10,13,October,Fall,orange
814,"1864 October 14, Newport, to My dear sister",,1864-10-14,Newport (R.I.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916",,"{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,10,14,October,Fall,orange
815,"1864 October 14, Newport, to My dear Chellie",,1864-10-14,Newport (R.I.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,10,14,October,Fall,orange
816,"1864 October 15, Newport, to Dear Lillie",,1864-10-15,Newport (R.I.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,10,15,October,Fall,orange
817,"1864 October 15, Newport, to My dear Chellie",,1864-10-15,Newport (R.I.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,10,15,October,Fall,orange
818,"1864 October 18, Awbury, to Mama, Newport",,1864-10-18,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1864,10,18,October,Fall,orange
819,"1864 August 22, Newport, to My dear daughters",,1864-10-22,Newport (R.I.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939|Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,10,22,October,Fall,orange
820,"1864 October 22, Newport, to Dear daughters",,1864-10-22,Newport (R.I.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,10,22,October,Fall,orange
821,"1864 November 5, Newport, to dear Anna",,1864-11-05,Newport (R.I.),"Author (aut): Williams, Mary, 1795?-1871","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.49, 'long': -71.3127777777778}",41.49,-71.3127777777778,1864,11,5,November,Fall,orange
824,"1865 February 2, Washington D.C., to J. M. McKim",,1865-02-02,Washington (D.C.),"Author (aut): Ward, William A. (William Anderson), 1808-1855","Addressee (rcp): M'Kim, J. Miller (James Miller), 1810-1874","{'lat': 38.895, 'long': -77.0361111111111}",38.895,-77.0361111111111,1865,2,2,February,Winter,darkred
825,"1865 February 15, Washington D.C., to J. M. McKim",,1865-02-15,Washington (D.C.),"Author (aut): Ward, William A. (William Anderson), 1808-1855","Addressee (rcp): M'Kim, J. Miller (James Miller), 1810-1874","{'lat': 38.895, 'long': -77.0361111111111}",38.895,-77.0361111111111,1865,2,15,February,Winter,darkred
826,"1865 March 4, to Clementine",,1865-03-04,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Clementine, 1835-1903","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1865,3,4,March,Spring,green
827,"1865 March 7, Philadelphia, to Clemmy",,1865-03-07,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Clementine, 1835-1903","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1865,3,7,March,Spring,green
828,"1865 March 9, Baltimore, to Francis",,1865-03-09,Baltimore (Md.),"Author (aut): King, Francis Thompson, 1819-1891","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 39.29027778, 'long': -76.6119444444444}",39.29027778,-76.6119444444444,1865,3,9,March,Spring,green
830,"1865 March 16, to Clemmy",,1865-03-16,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Clementine, 1835-1903","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1865,3,16,March,Spring,green
831,1865 March 27 to My dearest children,1865 written in pencil next to date; handwriting changes midway through letter due to Clementine's change of posture/position and then reverts back to normal again.,1865-03-27,Baltimore (Md.),"Author (aut): Cope, Clementine, 1835-1903","Addressee (rcp): Cope, Annette, 1843-1916","{'lat': 39.29027778, 'long': -76.6119444444444}",39.29027778,-76.6119444444444,1865,3,27,March,Spring,green
832,"1865 April 11, B, to Mother and sisters","This letter was dated incorrectly (""64"") and edited in another hand. The correct date is 1865.",1865-04-11,Baltimore (Md.),"Author (aut): Cope, Clementine, 1835-1903","Addressee (rcp): Cope, Susan L. Newbold, 1805-1872","{'lat': 39.29027778, 'long': -76.6119444444444}",39.29027778,-76.6119444444444,1865,4,11,April,Spring,green
833,"1865 April 14, District of Columbia, to Francis R. Cope",,1865-04-14,Washington (D.C.),"Author (aut): Colwell, Stephen, 1800-1871","Addressee (rcp): Cope, Francis Reeve, 1821-1909","{'lat': 38.895, 'long': -77.0361111111111}",38.895,-77.0361111111111,1865,4,14,April,Spring,green
834,"1865 April 14, District of Columbia, to Stephen Colwell",,1865-04-14,Washington (D.C.),"Author (aut): Johnson, George J.","Addressee (rcp): Colwell, Stephen, 1800-1871","{'lat': 38.895, 'long': -77.0361111111111}",38.895,-77.0361111111111,1865,4,14,April,Spring,green
835,"1865 April 17, Washington D.C., to J. M. McKim",,1865-04-17,Washington (D.C.),"Author (aut): Ward, William A. (William Anderson), 1808-1855","Addressee (rcp): M'Kim, J. Miller (James Miller), 1810-1874","{'lat': 38.895, 'long': -77.0361111111111}",38.895,-77.0361111111111,1865,4,17,April,Spring,green
836,"1865 April 20, Haverford, to Clemmy","Edward D. offers spiritual advice to cousin Clementine, largely in the way of quotations from the New Testiment on suffering, consolation, judgment and forgiveness.

Edward describes his experience as a groomsman at the wedding of Elizabeth S. and Alexis T. Cope, which Clementine apparently must not have attended. He was very much impressed with a prayer by minister Samuel Emlen.

Edward plans on maving into the house previously owned by former Haverford School principal Joseph Harlan.",1865-04-20,Haverford (Pa. : Township),"Author (aut): Cope, E. D. (Edward Drinker), 1840-1897","Addressee (rcp): Cope, Clementine, 1835-1903","{'lat': 40.01305556, 'long': -75.2941666666667}",40.01305556,-75.2941666666667,1865,4,20,April,Spring,green
837,"1865 April 25, Baltimore, to Net","""64"" written in pencil and is an incorrect date .
Crosshatched, and stricken through, are the words ""They have very nice school books"" — the crosshatching matches the orientation of the text on the front page of the first sheet and is perpendicular to the text on the back page .
crosshatched along left side: ""this? scribble week? & think I should write to""

The lack of connection between subject matters in the first two and second two pages of the letter, the different sizes of the two sheets of paper, and the style of pagination indicate that the sheets may be from two separate letters. Additionally, the letter has no closing .

The town of Athensville is mentioned in the letter. Situated several miles from Philadelphia, Athensville was named in 1811 by Dr. James Anderson, a local landholder. Athensville was rechristened Ardmore (Gaelic for high ground or hill) in 1873 .",1865-04-25,Baltimore (Md.),"Author (aut): Cope, Clementine, 1835-1903","Addressee (rcp): Cope, Annette, 1843-1916","{'lat': 39.29027778, 'long': -76.6119444444444}",39.29027778,-76.6119444444444,1865,4,25,April,Spring,green
