Title,Description,Date Created,Genre,Precise Origin,Origin,Precise Destination,Destination,Geographic Subject,Author,Recipient,PID,Subjects (Name),Subjects (Topic),Shelf Locator,Local Identifier,Note,Item URL
"1877 June 12, Awbury, to My dear Sisters",,1877-06-12,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Mayfield (Lackawanna County, Pa.)|Catskill (N.Y.)|Atlantic City (N.J.)|Montrose (Susquehanna County, Pa.)|England|Awbury (Philadelphia, Pa.)","Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:104427,"Simpson, Joseph, 1835-1901|Garrett, Philip C. (Philip Cresson), 1834-1905|Garrett, Elizabeth Waln Cope, 1841-1931|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Elizabeth W. (Elizabeth Stokes Waln), 1780-1852|Cope, Thomas Pim, 1823-1900|Cope, Francis Reeve, 1821-1909|Cope, Edgar, 1838-1895|Cope, Anna Stewardson Brown, 1822-1916|Cope, Amy Elizabeth Yarnall","Finance, Personal","HC.MC-1170, Box 3",hsc1182,,/object/hc104427
"1877 June 26, Awbury, to Sisters",,1877-06-26,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Catskill (N.Y.)|Canada|Maryland|Montrose (Susquehanna County, Pa.)|Ashbourne (England)|Switzerland|Mayfield (East Sussex, England)|Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:104410,"Cope, Clementine, 1835-1903|Garrett, Philip C. (Philip Cresson), 1834-1905|Garrett, Elizabeth Waln Cope, 1841-1931|Cope, Thomas Pim, 1823-1900|Emlen, Eleanor Cope, 1854-1920|Cope, Anna Stewardson Brown, 1822-1916|Lewis, Caroline Mary Cope, 1865-1953|Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Agnes, 1876-1899|Evans, Rachel Reeve Cope, 1850-1939|Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Edgar, 1838-1895|Cope, Amy Elizabeth Yarnall|Cope, Annette, 1843-1916|Hazard, Rowland Gibson, 1801-1888|Hazard, Margaret Anna Rood|Brown, Jeremiah, b. 1792?",Health,"HC.MC-1170, Box 3",hsc1164,,/object/hc104410
"1877 June 30, Catskill, to My dear Sisters, England",,1877-06-30,letters (correspondence),Mulfords,Catskill (N.Y.),,[England],"Germantown (Philadelphia, Pa.)|West Point (N.Y.)|Atlantic City (N.J.)|Mohonk Lake (N.Y.)|England|Montrose (Susquehanna County, Pa.)|Mayfield (East Sussex, England)|London (England)|Europe|Catskill (N.Y.)","Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:104428,"Garrett, Philip C. (Philip Cresson), 1834-1905|Garrett, Elizabeth Waln Cope, 1841-1931|Cope, Elizabeth Waln Stokes, 1823-1902|Cope, Thomas Pim, 1823-1900|Cope, Amy Elizabeth Yarnall|Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Agnes, 1876-1899|Drinker, Fanny (Frances M.), 1811?-1879",Voyages and travels,"HC.MC-1170, Box 3",hsc1183,,/object/hc104428
"1877 July, Catskill, England",Missing the first few pages.,1877-07-01,letters (correspondence),,Catskill (N.Y.),,England,"Liverpool (England)|Germantown (Philadelphia, Pa.)|Susquehanna County (Pa.)|Montrose (Susquehanna County, Pa.)|Mohonk Lake (N.Y.)|Catskill (N.Y.)|England","Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:104429,"Cope, Thomas Pim, 1823-1900|Cope, Henry, 1850-1924",Gossip,"HC.MC-1170, Box 3",hsc1184,,/object/hc104429
"1877 July 7, Montrose, to Mother","Refers to characters from the popular 1850 novel, ""The Wide, Wide World"" by Susan Warner, written under the pseudonym of Elizabeth Wetherell.",1877-07-07,letters (correspondence),,"Montrose (Susquehanna County, Pa.)",,,"Tunkhannock (Pa.)|Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:104411,"Cope, Alexis T. (Alexis Thomas), 1850-1883|Drinker, Fanny (Frances M.), 1811?-1879|Cope, Agnes, 1876-1899|Smith, Daniel B., 1792-1883|Cope, Thomas P. (Thomas Pim), 1852-1944|Evans, Jonathan, 1843-1911|Walker, George O., b. 1838|Cope, Thomas Pim, 1823-1900|Cope, Mary Stokes, 1853-1888|Cope, Francis Reeve, 1821-1909|Cope, Alfred, 1857-1897|Cope, Francis Hazen, 1859-1909|Drinker, Joseph D., b. 1833|Hotchkiss, Anne Maria, b. 1832|Hotchkiss, William O., b. 1825|Lapaugh, Elizabeth, b. 1795?",Railroad travel,"HC.MC-1170, Box 3",hsc1165,,/object/hc104411
"1877 July 11, Montrose, to Sisters",Letter was begun on July 11 and completed on July 15.,1877-07-11,letters (correspondence),,"Montrose (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)|Elk Mountain (Pa.)|Philadelphia (Pa.)|Germantown (Philadelphia, Pa.)|Mayfield (East Sussex, England)|London (England)|Catskill (N.Y.)|Awbury (Philadelphia, Pa.)|Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916",hc:104413,"Cope, Agnes, 1876-1899|Smith, William, 1821?-1892|Drinker, Fanny (Frances M.), 1811?-1879|Walker, George O., b. 1838|Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Clementine, 1835-1903",Health,"HC.MC-1170, Box 3",hsc1167,,/object/hc104413
"1877 July 22, Montrose, to Tommy",Final pages contains marginal note written at a later date by Elizabeth S. Cope.,1877-07-22,letters (correspondence),,"Montrose (Susquehanna County, Pa.)",,,"Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Thomas P. (Thomas Pim), 1852-1944",hc:104414,"Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Alfred, 1857-1897|Drinker, Joseph D., b. 1833|Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Mary Stokes, 1853-1888|Emlen, Eleanor Cope, 1854-1920|Cope, Anna Stewardson Brown, 1822-1916|Cope, Francis Reeve, 1821-1909|Lewis, Caroline Mary Cope, 1865-1953|Stork, Anna Brown Cope, b. 1862|Yarnall, Margaret|Warriner, E. A., b. 1829?",Teeth--Care and hygiene,"HC.MC-1170, Box 3",hsc1168,,/object/hc104414
"1877 July 26, Montrose, to Sisters","A smaller sheet of paper is attached to the main letter with what appears to be 4 pages of fragmentary text of an eniretly different letter, though perhaps to the same recipients, as it also discusses the recipient's travels current travels in England. Includes quote from Psalm 127:1.",1877-07-26,letters (correspondence),,"Montrose (Susquehanna County, Pa.)",,,"Montrose (Susquehanna County, Pa.)|Isle of Wight (England)|London (England)|Paris (France)|Europe|English Channel|Atlantic Ocean|Baltimore (Md.)|Pittsburgh (Pa.)|Philadelphia (Pa.)|Tunkhannock (Pa.)|Woodbourne (Susquehanna County, Pa.)|Atlantic City (N.J.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:104415,"Cope, Clementine, 1835-1903|Cope, Agnes, 1876-1899|Cope, Thomas P. (Thomas Pim), 1852-1944|Drinker, Fanny (Frances M.), 1811?-1879|Warriner, E. A., b. 1829?|Drinker, Joseph D., b. 1833|Cope, Alexis T. (Alexis Thomas), 1850-1883|Biddle, Hetty, b. 1835?|Biddle, Molly, b. 1838?|Evans, Rachel Reeve Cope, 1850-1939|Cope, Amy Elizabeth Yarnall|Cope, Francis Reeve, 1821-1909",Riots,"HC.MC-1170, Box 3",hsc1169,,/object/hc104415
"1877 July 27, Mulfords, to My dear A",May be missing pages from the end,1877-07-27,letters (correspondence),Mulfords,[Catskill (N.Y.)],,[England],London (England)|Isle of Wight (England)|Switzerland|Mohonk Lake (N.Y.)|Catskill (N.Y.)|England,"Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916",hc:104430,"Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Alexis T. (Alexis Thomas), 1850-1883|Evans, Hannah Bacon, 1839-1939|Hartshorne, Charles, 1829-1908|Cope, Amy Elizabeth Yarnall|Garrett, Elizabeth Waln Cope, 1841-1931",Voyages and travels,"HC.MC-1170, Box 3",hsc1185,,/object/hc104430
"1877 August 6, Catskill, to My dear C",May be missing a few pages from the end.,1877-08-06,letters (correspondence),,Catskill (N.Y.),,,"London (England)|Edinburgh (Scotland)|Atlantic City (N.J.)|Awbury (Philadelphia, Pa.)|Peace Dale (R.I.)|Richmond (Va.)|Catskill (N.Y.)","Cope, Clementine, 1835-1903","Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:104431,"Cope, Annette, 1843-1916|Cope, Alexis T. (Alexis Thomas), 1850-1883|Farnum, Elizabeth H., 1814-1898?|Evans, Hannah Bacon, 1839-1939|Cope, Amy Elizabeth Yarnall|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",Family,"HC.MC-1170, Box 3",hsc1186,,/object/hc104431
"1877 August 26, Montrose, to Sister",Alexis Cope's letter of 8-27-1877 to Jonathan Evans (hsc1171) was sent in the same envelope with this letter.,1877-08-26,letters (correspondence),,"Montrose (Susquehanna County, Pa.)",Chew St and Washington Lane,"Germantown (Philadelphia, Pa.)","Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939",hc:104416,"Cope, Francis Reeve, 1821-1909|Brown, Elizabeth H., b. 1840?|Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Agnes, 1876-1899|Cope, Alexis T. (Alexis Thomas), 1850-1883|Walker, George O., b. 1838|Evans, Jonathan, 1843-1911|Evans, Anna Cope, 1875-1967",Housekeeping,"HC.MC-1170, Box 3",hsc1170,,/object/hc104416
"1877 September 6, Atlantic City, to My dear Sisters",May be missing pages from the end.,1877-09-06,letters (correspondence),,Atlantic City (N.J.),,,"Scotland|Atlantic City (N.J.)|Catskill Mountains (N.Y.)|Awbury (Philadelphia, Pa.)|Germantown (Philadelphia, Pa.)|Overbrook (Philadelphia, Pa.)|Montrose (Susquehanna County, Pa.)","Cope, Clementine, 1835-1903","Cope, Annette, 1843-1916|Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:104432,"Randolph, Richard, 1822-1905|Cope, Amy Elizabeth Yarnall|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Drinker, Fanny (Frances M.), 1811?-1879|Cope, Thomas Pim, 1823-1900",Family,"HC.MC-1170, Box 3",hsc1187,,/object/hc104432
"1878 January 4, Hotel de Florence, to My Dear Sister",,1878-01-04,letters (correspondence),Hotel de Florence,Nice (France),,,"Milan (Italy)|Germantown (Philadelphia, Pa.)|Paris (France)|Rome (Italy)|Venice (Italy)|Philadelphia (Pa.)|Italy|United States|London (England)|Nice (France)","Cope, Clementine, 1835-1903","Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:104433,"Cope, Annette, 1843-1916|Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Thomas P. (Thomas Pim), 1768-1854|Cope, Agnes, 1876-1899|Simpson, Joseph, 1835-1901|Cope, Francis Reeve, 1821-1909|Cope, Anna Stewardson Brown, 1822-1916|Cope, Ruthanna, 1834-1879|Farnum, Elizabeth H., 1814-1898?|Porter, Carrie|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",Gossip,"HC.MC-1170, Box 3",hsc1189,,/object/hc104433
"1878 April 3, to Sister C",,1878-04-03,letters (correspondence),,,,,Paris (France)|Rome (Italy),"Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Cope, Clementine, 1835-1903",hc:104434,"Cope, Annette, 1843-1916|Garrett, Philip C. (Philip Cresson), 1834-1905|Garrett, Elizabeth Waln Cope, 1841-1931|Stowe, Harriet Beecher, 1811-1896|Cope, Edgar, 1838-1895|Cope, Amy A., 1833?-1909",Voyages and travels,"HC.MC-1170, Box 3",hsc1190,,/object/hc104434
"1878 June 22, Mells, to My dear Lily",,1878-06-22,letters (correspondence),,Wells (England),,,London (England)|Winchester (England)|Salisbury (England)|Wells (England)|Worcester (England),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:104435,"Cope, Agnes, 1876-1899|Garrett, Elizabeth Waln Cope, 1841-1931|Cope, Francis Reeve, 1821-1909",Voyages and travels,"HC.MC-1170, Box 3",hsc1191,,/object/hc104435
"1878 September 1, Zurich, to dear Elizabeth, Awbury",,1878-09-01,letters (correspondence),Hotel National,Zurich (Switzerland),,"[Awbury (Philadelphia, Pa.)]","Awbury (Philadelphia, Pa.)|Germany|Lucerne (Switzerland)|Munich (Germany)|Italy|Chamonix (Switzerland)|Zurich (Switzerland)","Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:104437,"Cope, Alexis T. (Alexis Thomas), 1850-1883|Garrett, Elizabeth Waln Cope, 1841-1931|Garrett, Alfred Cope, 1867-1946|Foulk, Frances Biddle Garrett, 1866-1938|Cope, Francis Reeve, 1821-1909|Evans, Rachel Reeve Cope, 1850-1939",Childbirth,"HC.MC-1170, Box 3",hsc1193,,/object/hc104437
"1878 September 9, Munich, to My dear Lilly",May be missing pages from the end.,1878-09-09,letters (correspondence),,Munich (Germany),,,Zurich (Switzerland)|Munich (Germany)|United States,"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:104438,"Cope, Alexis T. (Alexis Thomas), 1850-1883|Garrett, Elizabeth Waln Cope, 1841-1931|Cope, Annette, 1843-1916|William II, German Emperor, 1859-1941",Voyages and travels,"HC.MC-1170, Box 3",hsc1194,,/object/hc104438
"1878 September 14, to Lilly",A note separated from the original letter.,1878-09-14,letters (correspondence),,,,,,"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:104436,"Cope, Annette, 1843-1916|Garrett, Elizabeth Waln Cope, 1841-1931|Cope, Anna Stewardson Brown, 1822-1916|Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Agnes, 1876-1899",Family,"HC.MC-1170, Box 3",hsc1192,,/object/hc104436
"1879 February 21, Naples, to My dear Alexis & Lilly",,1879-02-21,letters (correspondence),,Naples (Italy),,,Rome (Italy)|Naples (Italy),"Cope, Clementine, 1835-1903","Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:104439,"Garrett, Elizabeth Waln Cope, 1841-1931|Cope, Agnes, 1876-1899|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916|Garrett, Philip C. (Philip Cresson), 1834-1905",Children--Death,"HC.MC-1170, Box 3",hsc1195,,/object/hc104439
"1879 March 29, Hotel della Pace Rome, to My dear Lilly",,1879-03-29,letters (correspondence),Hotel della Pace,Rome (Italy),,,Rome (Italy)|Naples (Italy)|Pompei (Italy)|Sorrento (Italy)|Capri (Italy)|Amalfi (Italy)|Paestum (Italy)|Florence (Italy)|Venice (Italy)|England|Switzerland|Perugia (Italy)|Assisi (Italy),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:104440,"Cope, Alexis T. (Alexis Thomas), 1850-1883|Lowell, James Russell, 1819-1891|Garrett, Philip C. (Philip Cresson), 1834-1905|Garrett, Elizabeth Waln Cope, 1841-1931|Cope, Francis Reeve, 1821-1909|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916|Cope, Anna Stewardson Brown, 1822-1916|Cope, Edgar, 1838-1895|Cope, Agnes, 1876-1899|Cope, Elizabeth Waln Stokes, 1823-1902",Voyages and travels,"HC.MC-1170, Box 3",hsc1196,,/object/hc104440
"1879 July 1, Newport, to Mamma",,1879-07-01,letters (correspondence),,Newport (R.I.),,,Newport (R.I.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:104418,"Cope, Alexis T. (Alexis Thomas), 1850-1883",Weather,"HC.MC-1170, Box 3",hsc1172,,/object/hc104418
"1879 July 7, Newport, to Mother",,1879-07-07,letters (correspondence),,Newport (R.I.),,,Maryland|Boston (Mass.)|Newport (R.I.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:104419,"Cope, Agnes, 1876-1899|Cope, Alexis T. (Alexis Thomas), 1850-1883|Evans, Rachel Reeve Cope, 1850-1939|Cope, Francis Reeve, 1821-1909|Cope, Thomas P. (Thomas Pim), 1852-1944|Agassiz, Louis, 1807-1873",,"HC.MC-1170, Box 3",hsc1173,,/object/hc104419
"1879 July 13, Newport, to Mother",Letter continued on a smaller sheet of paper.,1879-07-13,letters (correspondence),Bateman's Point,Newport (R.I.),,,"Conanicut Island (R.I.)|Ocean Beach (N.Y.)|Montrose (Susquehanna County, Pa.)|Maryland|New York (N.Y.)|Newport (R.I.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:104420,"Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Agnes, 1876-1899|Cope, Francis R. (Francis Reeve), 1878-1962|Evans, Rachel Reeve Cope, 1850-1939|Evans, Francis Algernon, 1878-1946|Brown, Susanna Sansom, 1826-1909|Haines, John Smith, 1820-1886|Haines, Mary D. (Mary Drinker Cope), 1819-1890|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Francis Reeve, 1821-1909",,"HC.MC-1170, Box 3",hsc1174,,/object/hc104420
"1879 August 7, Montrose, to Mother",,1879-08-07,letters (correspondence),,"Montrose (Susquehanna County, Pa.)",,,"Montrose (Susquehanna County, Pa.)|Newport (R.I.)|Long Island Sound (N.Y. and Conn.)|New York (N.Y.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:104421,"Evans, Jonathan, 1843-1911|Cope, Alexis T. (Alexis Thomas), 1850-1883|Evans, Rachel Reeve Cope, 1850-1939|Cope, Agnes, 1876-1899|Cope, Francis R. (Francis Reeve), 1878-1962|Hotchkiss, Anne Maria, b. 1832|Cope, Francis Reeve, 1821-1909|Cope, Alfred, 1857-1897|Cope, Thomas P. (Thomas Pim), 1852-1944|Lewis, Caroline Mary Cope, 1865-1953",Ocean Voyages and travels,"HC.MC-1170, Box 3",hsc1175,,/object/hc104421
"1879 August 10, Montrose, to Mother",,1879-08-10,letters (correspondence),,"Montrose (Susquehanna County, Pa.)",,,"Newport (R.I.)|Binghamton (N.Y.)|Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:104422,"Cope, Alfred, 1857-1897|Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Francis Reeve, 1821-1909|Cope, Agnes, 1876-1899|Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Walker, George O., b. 1838|McCullough, Hannah|Hotchkiss, William O., b. 1825|Brown, Elizabeth H., b. 1840?|Biddle, Hetty, b. 1835?|Biddle, Molly, b. 1838?",Peach,"HC.MC-1170, Box 3",hsc1176,,/object/hc104422
"1879 August 10, Montrose, to Rachel, Newport",,1879-08-10,letters (correspondence),,"Montrose (Susquehanna County, Pa.)",,[Newport (R.I.)],"Newport (R.I.)|Mount Desert Island (Me.)|Moosehead Lake (Me.)|Adirondack Mountains (N.Y.)|Mansfield, Mount (Vt.)|Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939",hc:104423,"Cope, Anna Stewardson Brown, 1822-1916|Evans, Jonathan, 1759-1839|Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Agnes, 1876-1899|Cope, Francis R. (Francis Reeve), 1878-1962|Hotchkiss, Anne Maria, b. 1832|Hotchkiss, William O., b. 1825|Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Francis Hazen, 1859-1909|Haines, Reuben, 1851-1920|Haines, Sophia Phelps Hartshorne, 1852-1927|Haines, Mary D. (Mary Drinker Cope), 1819-1890|Lewis, Caroline Mary Cope, 1865-1953|Stork, Anna Brown Cope, b. 1862",Country life,"HC.MC-1170, Box 3",hsc1177,,/object/hc104423
"1879 August 20, Montrose, to Mother",,1879-08-20,letters (correspondence),,"Montrose (Susquehanna County, Pa.)",,,"Newport (R.I.)|Switzerland|Engadine (Switzerland)|Andermatt (Switzerland)|Mount Desert Island (Me.)|New England|Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:104424,"Hotchkiss, William O., b. 1825|Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Alfred, 1857-1897|Cope, Thomas P. (Thomas Pim), 1852-1944|Haines, Mary D. (Mary Drinker Cope), 1819-1890|Cope, Clementine, 1835-1903|Lewis, Caroline Mary Cope, 1865-1953|Cope, Annette, 1843-1916|Cope, Agnes, 1876-1899|Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Francis Hazen, 1859-1909|Cope, Francis Reeve, 1821-1909|Cope, Thomas Pim, 1823-1900",Letter writing,"HC.MC-1170, Box 3",hsc1178,,/object/hc104424
"1879 August 31, Montrose, to Mother",,1879-08-31,letters (correspondence),,"Montrose (Susquehanna County, Pa.)",,,"Moosehead Lake (Me.)|Elk Mountain (Pa.)|Syria|Montrose (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:104425,"Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Alexis T. (Alexis Thomas), 1850-1883|Cope, Francis Hazen, 1859-1909|Cope, Agnes, 1876-1899|Cope, Thomas Pim, 1823-1900|Jessup, Henry Harris, 1832-1910",Family,"HC.MC-1170, Box 3",hsc1179,,/object/hc104425
"1879 September 29, Oberhofen Lac de Thoune, to My dear Amy",Missing pages from the end.,1879-09-29,letters (correspondence),,Oberhofen (Switzerland),,,"Europe|Detroit (Mich.)|Montrose (Susquehanna County, Pa.)|Vevey (Switzerland)|Rome (Italy)|Oberhofen am Thunersee (Switzerland)","Cope, Clementine, 1835-1903","Cope, Amy Elizabeth Yarnall",hc:104441,,Voyages and travels,"HC.MC-1170, Box 3",hsc1197,,/object/hc104441
"1879 December 1, Geneva 12 Rue de Candolle, to My dear Lilly",,1879-12-01,letters (correspondence),12 Rue de Candolle,Geneva (Switzerland),,,Cannes (France)|Europe|Menton (France)|Rome (Italy)|Geneva (Switzerland),"Cope, Clementine, 1835-1903","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:104442,"Cope, Agnes, 1876-1899|Foote, Eleanor Tyson Cope, 1879-1973|Cope, Anna Stewardson Brown, 1822-1916|Cope, Alexis T. (Alexis Thomas), 1850-1883",Voyages and travels,"HC.MC-1170, Box 3",hsc1198,,/object/hc104442
